x_west,flux_west,x_east,flux_east,x_west,Tw_west,x_west,Tf_west,x_east,Tf_east,x_east,Tw_east
23.3363041371,0.5848611398,46.2185036866,0.6731327575,30.78241677,479.4492078,50.38128073,467.4501398,94.4536764706,565.2839581428,57.1469712883,623.2204397364
23.4372345415,0.6040240035,45.8438023655,0.6571119704,31.13084488,461.834576,50.66801708,467.4501398,,,57.6964660065,623.360772804
23.5584308742,0.6241764997,45.5688578465,0.6402717057,31.28724652,457.6589003,50.95475343,468.0784546,,,58.2459607247,623.7550798408
23.655849564,0.6443280776,45.3743060231,0.6238002059,31.66521716,460.4077777,51.24148978,468.8114886,,,58.795455443,623.743028527
23.7566907042,0.6618840568,45.190028978,0.6066965377,31.83320412,467.4821373,51.52822613,470.6178938,,,59.3449501612,622.5119021613
23.8682523831,0.6798112688,45.0184436758,0.5902425982,32.04318781,477.3853681,51.81496248,471.4818267,,,59.8944448794,615.9981172375
23.9690895995,0.6972966158,44.8682122692,0.5729106469,32.23868986,487.2794568,52.10169883,471.4818267,,,60.4439395976,605.1159800446
24.117622701,0.7173147896,44.7179453273,0.5544724009,32.43419192,494.8080149,52.38843518,471.4818267,,,60.9185032178,592.5465593178
24.2424147809,0.7379912797,44.5676349533,0.5346820168,32.64272745,506.1831314,52.67517153,471.4818267,,,61.3181357402,580.1057689366
24.3862920813,0.7598045071,44.4172929924,0.5139082597,32.8382295,515.7892424,52.96190788,471.5865458,,,61.6927912299,567.5657508545
24.5586103461,0.7799589778,44.2981085806,0.4923662422,32.94684176,522.6458527,53.24864423,472.529018,,,62.0424696869,555.4253825109
24.7166139598,0.7992476521,44.1915095879,0.4743274915,33.15537729,531.2851817,53.53538058,472.9217148,,,62.3493303737,541.6895454247
24.9220996166,0.8172196938,44.0912092272,0.4582247567,33.31928305,540.177582,53.82211693,472.9217148,,,62.7917806663,535.8819788739
25.1395711412,0.8369391665,43.9908930731,0.4416303353,33.48990303,549.6284843,54.10885328,473.3405914,,,63.2663442866,547.5162774061
25.4650608808,0.853601497,43.8905690222,0.4247900706,33.58113732,554.1314073,54.39558963,474.4925019,,,63.6659768089,560.2189099696
25.9401111911,0.8659748493,43.7902449714,0.4079498059,33.75491693,562.3867661,54.68232598,475.5396933,,,64.0656093312,573.2009138991
26.4893522683,0.8655915334,43.689905127,0.3906178546,33.93304102,571.0809479,54.96906233,476.0109294,,,64.4902188862,586.3686176191
26.9630317794,0.8532885348,43.5895810762,0.3737775899,34.12854308,579.1854613,55.25579868,477.1366602,,,64.9398054738,599.0235927143
27.3116464537,0.836800568,43.489253077,0.3568144036,34.33707861,587.5368127,55.54253503,478.1838516,,,65.4393461267,609.8319280597
27.5769604136,0.8188879121,43.3889408712,0.3403429038,34.58471455,594.7362535,55.82927138,479.0216047,,,65.988840845,616.4231999435
27.7342594773,0.8040921417,43.2886168203,0.3235026391,34.8714509,603.2708633,56.11600773,480.6971109,,,66.5383355632,618.2905560013
27.9116523167,0.7871870124,43.1883164597,0.3073999043,35.15818724,609.2398543,56.40274408,481.8490214,,,67.0878302814,618.3800942751
28.1032447937,0.7690772709,43.088016099,0.2912971694,35.44492359,614.266373,56.68948043,482.1631789,,,67.6373249996,617.9616846107
28.2307235641,0.7525118967,42.9877236351,0.2754402778,35.73165994,617.669745,56.97621678,483.7339659,,,68.1868197178,618.508376029
28.3796108453,0.7361027401,42.8909660875,0.2586878143,36.01839629,619.8688469,57.26295313,484.3622808,,,68.736314436,620.0709633238
28.528338824,0.7168259128,42.7453939416,0.238481838,36.30513264,620.9160383,57.54968948,485.5141913,,,69.2858091542,622.5478569075
28.6770187374,0.6966838401,42.5617619845,0.2168066555,36.59186899,621.9632297,57.83642583,486.4566636,,,69.8353038724,626.6840470896
28.8113712477,0.6754464159,42.4113844883,0.1949266035,36.87860534,622.3821062,58.12316218,487.4514954,,,70.3847985906,628.3143607762
28.8996163189,0.6588689316,42.1163791075,0.1748412075,37.16534169,620.6018809,58.40989853,488.2368889,,,70.9342933088,627.7943615241
28.9986172422,0.6432983706,41.8285858135,0.1721861001,37.45207804,620.0782852,58.69663488,488.7866644,,,71.483788027,618.3852733522
29.0975906995,0.6272333835,41.7127762682,0.1909931111,37.73881439,617.1985089,58.98337123,489.9385749,,,72.0332827452,606.7412142518
29.1716154847,0.6114888091,41.5636938363,0.2094313571,38.02555074,612.1196306,59.27010758,491.2475642,,,72.5078463655,594.5273570818
29.2788657983,0.5946083407,41.3835209775,0.2307275312,38.31228709,606.7265949,59.55684393,492.0591375,,,72.9324559205,582.5826791199
29.3776538606,0.5752059783,41.2371396515,0.250048179,38.54688956,601.5654374,59.84358028,492.5827332,,,73.4319965734,576.4876358527
29.4764213236,0.5554327965,41.141459444,0.266835763,38.78149203,594.9456918,60.13031663,493.8393629,,,73.9315372263,587.5273697034
29.575168187,0.5352887952,41.0422014521,0.2831843412,38.97699409,588.3287512,60.41705298,495.0959925,,,74.381123814,599.3131894375
29.6739356499,0.5155156134,40.9429395119,0.2994099976,39.13339573,582.6411929,60.70378933,495.0959925,,,74.8806644669,611.3518875668
29.7726893799,0.4954952185,40.8436933652,0.3161273407,39.2802395,574.4818267,60.99052568,496.5620605,,,75.0055496301,630.0924275543
29.8714637093,0.4758456432,40.7444590635,0.3332134487,39.48529943,568.8758621,61.27726203,497.3998136,,,75.4420530101,623.1672410486
29.9702517716,0.4564432809,40.645236607,0.3506683216,39.64170108,561.1662894,61.56399838,497.3998136,,,75.9588397094,625.88094986
30.069039834,0.4370409185,40.5460220472,0.3683690378,39.83720314,553.8434296,61.85073473,497.3998136,,,76.5291486215,625.4874811033
30.1678622287,0.4182565886,40.4468153841,0.3863155972,39.98057131,546.382191,62.13747108,498.3422859,,,77.0786433397,621.0054879326
30.2868446117,0.3985548197,40.3476166178,0.404508,40.17607337,538.5086207,62.42420743,498.6564433,,,77.6281380579,619.4187980101
30.3820689704,0.3792052938,40.2484336449,0.4231920892,40.33247501,529.9412861,62.71094378,499.7036347,,,78.1776327761,619.0511831395
30.480946297,0.3614098159,40.1741380174,0.4400569383,40.54101054,522.3098788,62.99768013,499.7036347,,,78.7271274943,619.4962849701
30.5549340033,0.3449977664,40.0665995108,0.4574872268,40.68437872,515.0188088,63.28441648,500.0177921,,,79.2766222125,621.0080774711
30.6539678856,0.3300205165,39.9674244346,0.4764171594,40.89291424,506.8507159,63.57115283,500.6461069,,,79.872948867,624.0839574563
30.744591702,0.3134607821,39.8682454101,0.4952241704,41.14055018,498.5517241,63.85788918,500.3319495,,,80.3410280653,626.5369950123
30.8601545775,0.296407586,39.7690624373,0.5139082597,41.28391836,491.4046429,64.14462553,500.8555452,,,80.9251063672,628.5403478099
31.0368497335,0.2562423863,39.6497236162,0.5337864449,41.51417633,483.1929171,64.43136188,501.248242,,,81.5214330216,625.7240317111
31.1814990225,0.2384486762,39.5541172995,0.5528744196,41.74008982,478.3932898,64.71809823,501.7194781,,,81.9774720093,621.67012951
31.3555231173,0.2251059249,39.4548869462,0.5700834492,42.27446211,480.6709311,65.00483458,502.1383547,,,82.5735905218,612.5546286065
31.6637800495,0.231174536,39.3449830295,0.5878368461,42.44244906,486.4886611,65.29157093,503.185546,,,83.12308524,602.7899768778
31.7482051502,0.2528397883,39.2457650854,0.6054322008,42.65503945,494.0016775,65.57830728,504.0232992,,,83.6725799582,592.5681720046
31.8778690801,0.2756104149,39.0990640827,0.6240460492,42.83490134,502.2954334,65.86504363,504.4945353,,,84.0222584152,608.0238895077
31.9751955629,0.2941021342,38.9833335048,0.645311493,43.06081483,509.6868593,66.15177998,505.8297043,,,84.4718450029,613.5288926717
32.0760092372,0.3111636875,38.8129315845,0.665698925,43.25457909,520.1500466,66.43851633,506.1438617,,,85.0213397211,621.2884448135
32.1768435109,0.3285960602,38.6602860337,0.6841547312,43.43444098,528.7893756,66.72525268,507.6099297,,,85.5708344393,627.371768759
32.277698384,0.3463992525,38.50758859,0.7009949959,43.64297651,536.1328052,67.01198903,508.3429637,,,86.1203291575,627.8168705896
32.3785669901,0.3644496577,38.29277074,0.7192693464,43.78634468,543.7642125,67.29872538,508.3429637,,,86.6698238757,627.9064088635
32.4544086462,0.3814113615,38.1214642678,0.736150585,43.95696466,551.6181479,67.58546173,509.8090316,,,87.2193185939,627.8943575496
32.5635499886,0.3985721214,37.8891802723,0.7530646027,44.18082439,560.8508854,67.87219808,510.6467847,,,87.7688133121,628.5426385556
32.664480393,0.4177349851,37.5903581746,0.7694799097,44.34533575,568.2743088,68.15893442,510.6467847,,,88.3183080303,628.3782028602
32.7654313969,0.4372686682,37.1418414533,0.7852745423,44.59441985,578.0335508,68.44567077,512.1128527,,,88.8678027485,628.3661515464
32.8663686678,0.4565551384,36.5933508551,0.7951306229,44.77688844,585.3900703,68.73240712,512.9506058,,,89.4172974667,628.6080742017
32.9672990722,0.4757180021,36.0445178259,0.7943260449,44.99121662,589.6486486,69.01914347,512.9506058,,,89.966792185,628.3928437126
33.0682294767,0.4948808658,35.5701589801,0.7822154696,45.19395949,596.9353554,69.30587982,514.4166737,,,90.5162869032,628.0760236358
33.1691530146,0.513920123,35.2203741564,0.7652830137,45.47324814,603.7046998,69.59261617,514.9664492,,,91.0657816214,628.4703306726
33.2903258051,0.5336488255,34.9524678832,0.745668232,45.76743219,609.4492926,69.87935252,515.7518428,,,91.6152763396,628.0519210081
33.3876925058,0.5528645256,34.7666690248,0.7304961896,46.05416854,613.0621029,70.16608887,517.2179107,,,92.1647710578,627.9890749005
33.4885405125,0.5705441114,34.5950594684,0.7132871599,46.32135469,615.8306151,70.45282522,517.662967,,,92.714265776,625.1325151323
33.5893679197,0.5878528777,34.4448122683,0.6954635221,46.62764124,617.7744641,70.73956157,519.0766754,,,93.2637604942,618.5679354147
33.700937446,0.6059213542,34.2945137394,0.676041903,46.91437759,619.0310938,71.02629792,519.2861137,,,93.8132552124,611.3430233773
33.8018217469,0.6242542886,34.144155985,0.6547764592,47.20111394,620.0782852,71.31303427,519.7049903,,,94.3147058824,602.592705476
33.935763004,0.6437671734,34.0080411177,0.6331422506,47.48785029,621.5443531,71.59977062,520.7521816,,,,
34.0680783766,0.6661141096,33.9184120642,0.6164249075,47.77458664,622.3821062,71.88650697,521.5899348,,,,
34.2189898963,0.6861441474,33.818127497,0.6008138592,48.06132299,622.3821062,72.17324332,521.5899348,,,,
34.3697846858,0.7040728747,33.7178271364,0.5847111244,48.34805934,622.172668,72.45997967,522.532407,,,,
34.5455631666,0.7223115825,33.617518879,0.5683625462,48.62176222,622.1517241,72.74671602,522.8465644,,,,
34.7284082372,0.7393498171,33.5171987765,0.5516452032,48.99973286,620.0782852,73.03345237,523.8937558,,,,
34.9219829691,0.7569235044,33.4168628805,0.5344361736,49.28646921,616.4916547,73.32018872,523.8937558,,,,
35.2225476769,0.774331807,33.3414909282,0.5177925835,49.57320556,611.6483945,73.62719936,523.6697732,,,,
35.6728498966,0.7906363263,33.2328255577,0.500141036,49.83387497,607.0872942,73.89366142,523.8937558,,,,
36.2224992173,0.7976019783,33.1324185912,0.4807194168,50.09454438,599.4747945,74.18039777,524.9409472,,,,
36.7716054617,0.7947914802,33.032015573,0.4614207193,50.34218032,591.8564772,74.46713412,525.2551046,,,,
37.295207723,0.7823050005,32.9315967613,0.4416303353,50.55071585,584.945014,74.75387047,526.1975769,,,,
37.693752014,0.765757159,32.8311937431,0.4223316378,50.69408402,578.1382699,75.04060682,526.2761162,,,,
37.9590797069,0.7480917162,32.7307946733,0.4031558619,50.87655261,571.6195035,75.32734317,527.8992629,,,,
38.0949928702,0.7335467467,32.6304113969,0.3844717726,51.08508814,566.572041,75.61407952,528.2134203,,,,
38.2902123206,0.7165231142,32.5300281205,0.3657876833,51.22727145,560.2574769,75.90081587,528.2134203,,,,
38.4853170026,0.6974334875,32.4094060802,0.3457163355,51.43699184,552.6915191,76.18755222,529.2606117,,,,
38.6128346177,0.6815673729,32.3125757699,0.3266986018,51.64552736,543.9082013,76.47428857,530.4125222,,,,
38.7617026726,0.6648121181,32.2122240805,0.3089978856,51.85406289,535.9888164,76.76102492,530.5172414,,,,
38.9104375179,0.6456588973,32.1368631836,0.2926984761,52.04956495,528.5425376,77.04776127,531.2240956,,,,
39.0591517637,0.6261348571,32.0282301897,0.276054886,52.28416742,520.6474625,77.33449762,531.90477,,,,
39.1935788244,0.6062394463,31.9362356133,0.2596571392,52.61652091,520.7260019,77.62123397,532.5330848,,,,
39.2817974106,0.5891851941,31.8171574127,0.2414217139,52.78523195,523.3817956,77.90797032,532.8472422,,,,
39.3558153293,0.5733170132,31.5179364505,0.2277690308,52.94887441,529.3653308,78.19470667,533.9991528,,,,
39.4630725093,0.5565601512,31.1874978761,0.2483155692,53.14437647,537.3052856,78.48144302,534.8369059,,,,
39.5618674382,0.5372813953,31.0198785203,0.2721213935,53.37897893,546.5916292,78.76817937,534.8369059,,,,
39.6524225898,0.519485596,30.9144709473,0.2911742478,53.54696589,553.2354769,79.05491572,535.8840973,,,,
39.7512116331,0.5001008917,30.815209007,0.3073999043,53.75955627,562.194781,79.34165207,537.1407269,,,,
39.8582590911,0.4795687343,30.7159589119,0.3239943257,53.93941816,570.4021435,79.62838842,537.1407269,,,,
39.9571020853,0.4611552239,30.6167167136,0.3408345904,54.16533165,578.2255359,79.91512477,537.1407269,,,,
40.0760413076,0.4406764998,30.517494257,0.3582894633,54.34345575,585.1507123,80.20186112,538.1879183,,,,
40.1712401623,0.4208678641,30.4431844154,0.3747117944,54.5389578,591.8564772,80.48859747,539.444548,,,,
40.27007629,0.4023307472,30.3356403811,0.3919699927,54.74749333,598.6239515,80.77533382,540.0728628,,,,
40.3689261506,0.3840408433,30.2364732016,0.4111457685,54.99512927,605.4699653,81.06207017,541.1200542,,,,
40.4678034773,0.3662453654,30.1372902288,0.4298298578,55.28186562,611.8840125,81.34880652,541.7483691,,,,
40.5666808039,0.3484498874,30.0179649449,0.4501294887,55.56860197,616.1251377,81.63554287,542.1672456,,,,
40.6655718634,0.3309016225,29.9223885231,0.4701481558,55.85533832,619.4499703,81.92227922,542.9002796,,,,
40.7644903889,0.3138477835,29.8480771021,0.4865213182,56.14207467,621.0207574,82.20901557,543.1358977,,,,
40.8634295138,0.297164764,29.7405583373,0.504566215,56.42881102,622.172668,82.49575192,543.7642125,,,,
40.9587450986,0.2794574387,29.649714315,0.5239878341,56.71554737,622.3821062,82.78248827,543.7642125,,,,
41.1047502725,0.2593196772,29.5505877474,0.5444279469,57.00228372,622.3821062,83.06922462,544.3925273,,,,
41.2097954156,0.2401956705,29.4431673533,0.5655353485,57.28902007,622.3821062,83.35596097,545.0208422,,,,
41.3051512184,0.2232123261,29.3238183793,0.5850974495,57.57575642,622.6962637,83.64269732,546.0680336,,,,
41.4824153113,0.2039895751,29.2281985254,0.6037639786,57.86249277,623.5340168,83.92943367,546.0680336,,,,
41.6881478346,0.1836024934,29.1289523787,0.6204813216,58.12316218,623.1500466,84.21617002,546.0680336,,,,
41.9357426767,0.1748772162,29.0190473338,0.6381995981,58.48809935,624.6859273,84.50290637,546.3036516,,,,
42.2740136513,0.2004708846,28.9198361584,0.6560056756,58.7748357,624.6859273,84.78964272,546.9319664,,,,
42.4655923953,0.2249170012,28.7876989884,0.674997069,59.06157205,624.6859273,85.07637907,547.5602813,,,,
42.6083139198,0.2473261425,28.6575094915,0.6991511713,59.3483084,623.2198594,85.36311542,548.083877,,,,
42.7530610562,0.2687465122,28.508517872,0.7204166151,59.63504475,620.9160383,85.64985177,548.083877,,,,
42.8602296587,0.2878478137,28.3594709754,0.7399611558,59.9217811,617.8006439,85.93658812,548.1885961,,,,
42.961015867,0.304414941,28.2103964402,0.7586452451,60.20851745,612.19817,86.22332447,550.0735406,,,,
43.0618158083,0.3212292813,28.0399178088,0.7766444853,60.4952538,606.7265949,86.51006082,550.387698,,,,
43.162622616,0.3381672281,27.8567793975,0.7949890767,60.74288974,599.7758621,86.79679717,550.7018555,,,,
43.2634362903,0.3552287814,27.6445668586,0.8111635159,60.95142527,593.1523765,87.08353352,551.5396086,,,,
43.3642362316,0.3720431217,27.4144349204,0.83035773,61.09479344,587.4844531,87.37026987,551.7490469,,,,
43.4650636388,0.3893518879,27.1156480196,0.8478687956,61.2902955,583.6491146,87.65700622,552.7962382,,,,
43.5658841795,0.4065370477,26.6671396053,0.8639220426,61.40412114,576.6320596,87.94374257,553.8434296,,,,
43.6667047202,0.4237222075,26.1185219415,0.8698222813,61.65523267,570.2581547,88.23047892,554.6811828,,,,
43.7675183945,0.4407837608,25.6193004994,0.8603014415,61.8365164,562.796916,88.51721527,554.2623062,,,,
43.8683114693,0.4574744946,25.2480750572,0.8415471113,62.0853372,555.5189359,88.80395162,554.9953402,,,,
43.9690839447,0.4737944089,25.0638337354,0.8255555912,62.29387272,549.0054054,89.09068797,556.0425316,,,,
44.0698426871,0.4898671102,24.8442755892,0.807199293,62.45027437,544.2167488,89.37742432,556.1472507,,,,
44.1813690526,0.5071586317,24.6690826079,0.7893756552,62.68487684,536.6171312,89.66416067,556.8541049,,,,
44.26316846,0.5243607148,24.5188314595,0.7714290957,62.89341236,531.8419385,89.95089702,557.0111836,,,,
44.3974493627,0.5446373227,24.3685013437,0.7510241035,63.28441648,541.4603914,90.23763337,557.0111836,,,,
44.5484226808,0.5657798188,24.2323847841,0.7293372141,63.492952,546.5287978,90.52436972,557.8489367,,,,
44.6993204676,0.5855626436,24.142737681,0.7120579435,63.64935365,552.3624018,90.81110607,558.8961281,,,,
44.8715916479,0.6048695269,24.0424373203,0.6959552087,63.90629921,559.397284,91.09784242,559.3150047,,,,
45.0295187493,0.6227808717,23.9421132695,0.679114944,64.09249164,564.7289842,91.38457877,559.3150047,,,,
45.246068596,0.6401765117,23.8417734251,0.6617829927,64.30102717,573.1117512,91.67131512,559.7862408,,,,
45.4023039273,0.6561689515,23.7664093696,0.6453852459,64.58776352,583.8192832,91.95805147,560.1789376,,,,
45.7028498013,0.6732382191,23.6577637409,0.6283483066,64.79629905,588.5735322,92.24478782,561.0166907,,,,
46.1531161727,0.6888974163,23.5573646711,0.6091725308,65.00483458,596.2023214,92.53152417,561.3308481,,,,
46.7027992015,0.6964698637,23.4569537562,0.58962799,65.29157093,603.2708633,92.81826052,561.3308481,,,,
47.252096459,0.6970978736,23.3719600853,0.5692932387,65.57830728,608.6115394,93.10499687,562.0638821,,,,
47.8012551383,0.6952312797,23.2893811227,0.5501701435,65.86504363,613.6380581,93.39173322,562.4827586,,,,
48.3501965872,0.6894542258,23.1806391539,0.5301339162,66.15177998,616.936711,93.67846957,563.52995,,,,
48.8238508172,0.6766961306,23.101038106,0.5112654444,66.43851633,618.2980598,93.96520592,563.6346692,,,,
49.1724895242,0.6606407865,23.0005679656,0.489877079,66.72525268,619.7641278,94.25194227,564.1582648,,,,
49.4212243657,0.6439017495,22.9001096702,0.4688574786,67.01198903,620.0782852,94.5,563.9418453,,,,
49.6115208761,0.6238642893,22.7996395298,0.4474691132,67.29872538,620.0782852,,,,,,
49.8149106214,0.6041069204,22.699187157,0.4266338952,67.58546173,620.0782852,,,,,,
49.9423882147,0.5875203565,22.5890132472,0.405163582,67.87219808,619.4499703,,,,,,
50.0912590163,0.5708145443,22.4751032424,0.3844893328,68.15893442,619.5546895,,,,,,
50.2400213274,0.5521557495,22.3747007882,0.3652081956,68.44567077,620.0782852,,,,,,
50.3886737749,0.5315192508,22.251710856,0.3453826911,68.73240712,621.1254766,,,,,,
50.5230547321,0.5107939107,22.1513117862,0.3262069152,69.01914347,622.3821062,,,,,,
50.6076595874,0.4928919334,22.0509522,0.3082603557,69.30587982,623.8481742,,,,,,
50.7537096386,0.4735620285,21.9303606185,0.2891372606,69.59261617,625.1048039,,,,,,
50.858794264,0.4551487592,21.8585190701,0.2714576167,69.92496967,627.0617428,,,,,,
50.9577677214,0.4390837722,21.7296843142,0.2545787195,70.08788805,627.8536813,,,,,,
51.0567411787,0.4230187852,21.6329070248,0.2372116477,70.85686281,626.9897484,,,,,,
51.1557009031,0.4067065852,21.5326343027,0.2219693644,71.20876651,623.8481742,,,,,,
51.2546468945,0.3901471722,21.3574018378,0.2029165102,71.49550286,621.0207574,,,,,,
51.3535791529,0.3733405462,21.0576080932,0.1890822383,71.7431388,616.1545899,,,,,,
51.4525182779,0.3566575267,20.7161430808,0.209273315,71.99077474,610.3917648,,,,,,
51.5514642693,0.3400981137,20.5386933259,0.23213674,72.25144415,604.527493,,,,,,
51.6504239937,0.3237859137,20.3736326998,0.2523924703,72.51211356,597.0662543,,,,,,
51.7493699851,0.3072265007,20.2762465158,0.2715419058,72.77452076,588.5735322,,,,,,
51.84830911,0.2905434812,20.1343219088,0.2909284045,72.99435196,583.4331314,,,,,,
51.9472551014,0.2739840682,20.0386947222,0.3093666505,73.15075361,576.8816403,,,,,,
52.0462010928,0.2574246552,19.9643738251,0.325444801,73.35928913,571.4100652,,,,,,
52.1202602105,0.2422981133,19.8568250527,0.3425554933,73.78939366,573.3211895,,,,,,
52.2858969916,0.2253252739,19.7576302348,0.3608708177,74.05006307,579.0574713,,,,,,
52.5110371054,0.2272438828,19.6584670037,0.3801695152,74.20646471,585.3900703,,,,,,
52.6691694493,0.2359412326,19.5593116694,0.399714056,74.49320106,594.8409726,,,,,,
52.7950196866,0.2542645364,19.431076614,0.4199961266,74.75387047,601.3917366,,,,,,
52.9068281665,0.2766345189,19.3337420408,0.4407523236,75.01453988,608.1926629,,,,,,
53.0595391947,0.2969559837,19.2453247129,0.4617587538,75.30127623,614.3187325,,,,,,
53.1587004993,0.3163748205,19.1462552556,0.4839768403,75.58801258,618.7169364,,,,,,
53.302402214,0.3350272532,19.0471769144,0.5059183531,75.87474893,622.172668,,,,,,
53.4104139222,0.3532545147,18.945339323,0.5282491177,76.16148528,624.1623316,,,,,,
53.5112923376,0.3714815006,18.8656586496,0.5500472219,76.44822163,625.8378378,,,,,,
53.6639629026,0.3910745699,18.7665270055,0.5703292925,76.73495798,625.8378378,,,,,,
53.7274122771,0.4096735776,18.6674032582,0.5908572064,77.02169433,625.4189613,,,,,,
53.8783567559,0.4302969265,18.5682558206,0.6106475904,77.30843068,623.5340168,,,,,,
54.0293850058,0.4524282746,18.469108383,0.6304379745,77.59516703,622.3821062,,,,,,
54.1803789233,0.4739415902,18.3699648938,0.6503512802,77.88190338,621.9632297,,,,,,
54.3313522414,0.4950840864,18.2708332497,0.6706333508,78.16863973,621.7537914,,,,,,
54.4822294287,0.5144960916,18.1716858121,0.6904237349,78.45537608,621.2301957,,,,,,
54.6545025709,0.5338382911,18.0523289414,0.7097399926,78.74211243,621.2301957,,,,,,
54.8124237868,0.5516436875,17.9505071904,0.729482086,79.02884878,621.6490723,,,,,,
55.0032923404,0.5686557449,17.7994364268,0.7507372863,79.31558513,621.9632297,,,,,,
55.2603047248,0.5885662743,17.6649899324,0.7717978606,79.60232148,622.8009828,,,,,,
55.685725671,0.6064044762,17.5347234422,0.7935549909,79.93467498,624.109972,,,,,,
56.2354311719,0.614381454,17.3856883907,0.8134682966,80.17579418,625.3142421,,,,,,
56.7845636338,0.612042908,17.2152729332,0.833434283,80.38432971,625.1466915,,,,,,
57.3335462816,0.6070074931,17.0590563666,0.8516618062,80.80140076,626.9897484,,,,,,
57.8825514015,0.6023766086,16.8635504486,0.8671235926,81.0490367,626.9897484,,,,,,
58.4315827389,0.598217676,16.6645744801,0.8855003777,81.3934927,626.4960724,,,,,,
58.9804043365,0.590283127,16.315904083,0.9032625547,81.68767675,624.1623316,,,,,,
59.4290238225,0.576296029,15.8423439738,0.9160184686,81.9744131,622.172668,,,,,,
59.7277169238,0.560012733,15.2933795716,0.9111239524,82.26114945,619.5546895,,,,,,
59.9515257525,0.54400201,14.8687783129,0.8948424224,82.5478858,615.3921037,,,,,,
60.1003567285,0.5265792801,14.5937706201,0.8760354115,82.83462215,611.1509786,,,,,,
60.2954834813,0.50788696,14.3992161644,0.8594819639,83.1213585,606.6218758,,,,,,
60.4230222844,0.4924022598,14.2184783601,0.8416173522,83.40809485,600.6267051,,,,,,
60.5932749155,0.4753723656,14.0932740709,0.8268175868,83.6948312,594.9456918,,,,,,
60.7207254353,0.458298439,13.9430837273,0.8107640206,83.95550061,589.8726313,,,,,,
60.8695879971,0.441444299,13.7928009919,0.791834088,84.39863861,609.3445734,,,,,,
61.0183159758,0.4221674717,13.6424353408,0.770322801,84.68537496,613.8474964,,,,,,
61.1527204752,0.4018659253,13.5670254842,0.7524991631,84.97211131,618.5074981,,,,,,
61.237372415,0.3848115353,13.4667211751,0.7362735066,85.25884766,621.6490723,,,,,,
61.381346827,0.3655698405,13.3664010726,0.7195561636,85.54558401,622.8009828,,,,,,
61.5298916997,0.3429968401,13.2660809701,0.7028388205,85.83232036,625.1048039,,,,,,
61.6805245547,0.320557827,13.1907342874,0.686981929,86.11905671,625.8378378,,,,,,
61.7856314962,0.3025462788,13.0618832867,0.669597297,86.31455876,625.8378378,,,,,,
61.8810108412,0.285986728,12.9650337986,0.6499825153,86.79679717,626.9897484,,,,,,
62.0368838839,0.2669220731,12.864658419,0.6315442693,87.08353352,626.9897484,,,,,,
62.1869031535,0.2452084872,12.789256459,0.6139664747,87.34420293,626.9897484,,,,,,
62.3305828954,0.2249426151,12.7138446282,0.5960813761,87.7091401,626.9897484,,,,,,
62.4969283026,0.2017817011,12.62414253,0.5770899827,87.90464216,626.9897484,,,,,,
62.8266380833,0.1660016034,12.5255223404,0.5578220156,88.51721527,626.9897484,,,,,,
62.9892298805,0.1923151906,12.4161967184,0.5381062625,88.71271732,626.9897484,,,,,,
63.1845310901,0.2041788495,12.2955447833,0.5171042223,89.2992235,626.9897484,,,,,,
63.354237885,0.225476577,12.1951062298,0.49669923,89.5598929,626.9897484,,,,,,
63.5051082058,0.2447649757,12.0863072918,0.474889419,90.0030309,626.9897484,,,,,,
63.6559922596,0.2643005875,11.9775275315,0.453676656,90.21156643,626.9897484,,,,,,
63.8069106458,0.2844542317,11.8770968747,0.433517507,90.87627342,627.8536813,,,,,,
63.9578152991,0.3043606629,11.8099509497,0.4140958879,91.67131512,629.0055918,,,,,,
64.1087268188,0.3243907006,11.720232776,0.3946040278,92.50545723,627.3039058,,,,,,
64.2596108726,0.3439263123,11.6127097244,0.3755336134,92.82943206,625.0150446,,,,,,
64.410460594,0.3628438916,11.4920560972,0.3544788924,93.07892993,622.8009828,,,,,,
64.5613103154,0.3817614709,11.3833039754,0.3341265809,93.36566628,619.0310938,,,,,,
64.7120639061,0.3989485592,11.2745682112,0.3142835161,93.65240263,614.266373,,,,,,
64.884274269,0.4171606422,11.1539862187,0.2954589449,93.93913898,610.1823265,,,,,,
65.0421895993,0.4348600901,11.0571750861,0.2770382591,94.22587533,603.2708633,,,,,,
65.2214577238,0.4517127772,10.9604102058,0.2600575126,94.5,600.7837838,,,,,,
65.4151489897,0.4713842433,10.7246013341,0.2411978209,,,,,,,,
65.6907846439,0.4894661199,10.4695258428,0.2327250079,,,,,,,,
66.1160851145,0.5051355897,10.1477855631,0.256791309,,,,,,,,
66.6657044724,0.5115618678,10.0485811562,0.2748081094,,,,,,,,
67.2146946109,0.5066612963,9.9066700864,0.2946160537,,,,,,,,
67.7635761341,0.4998054949,9.8359318245,0.3112842281,,,,,,,,
68.3126261982,0.495983671,9.7283601516,0.3276819749,,,,,,,,
68.8619646546,0.4973533198,9.6291574369,0.345751456,,,,,,,,
69.4115390682,0.5029705373,9.5098321531,0.3660510868,,,,,,,,
69.9609898851,0.5063628378,9.414232041,0.3853322241,,,,,,,,
70.5099987504,0.501799375,9.3025445906,0.4030329403,,,,,,,,
70.9586910033,0.4891221847,9.2034247916,0.4236837758,,,,,,,,
71.2573817503,0.4727965094,9.1132480433,0.4453882254,,,,,,,,
