x_west,flux_west,x_east,flux_east,x_west,Tw_west,x_west,Tf_west,x_east,Tf_east,x_east,Tw_east
19.7614973909,0.3522197533,52.2914102565,0.2415139051,24.3273733,579.9054054,41.98772576,440.0922647,78.6272193637,535.0775287764,44.1838913451,560.3668124575
19.8685350398,0.3315110151,52.1921572001,0.2580161353,24.53590883,587.3928239,42.27446211,440.0922647,79.176714082,536.2845525144,44.5085927695,573.2905944553
19.9957983989,0.3110679286,52.0846895667,0.2776528673,24.74562922,593.8985004,42.56119846,440.0922647,79.7262088002,537.4407814586,44.8582712266,585.8147267146
20.0910953461,0.2930251,51.9653044933,0.2960911134,24.96601335,601.0717614,42.84793481,440.0922647,80.2757035184,538.5970104028,45.2828807816,598.1695927933
20.1864374159,0.2757945425,51.8696615132,0.3140376728,25.21364929,606.8313141,43.13467116,440.5896806,80.8251982366,539.753239347,45.8073984671,608.2306968826
20.3324624535,0.2560143569,51.7704193149,0.3308779375,25.46128523,611.8840125,43.42140751,442.1081081,81.3746929548,540.9094682912,46.3568931853,614.8219687663
20.4339544379,0.237133011,51.6711692198,0.3474723589,25.74802158,615.4968228,43.70814386,442.5269847,81.924187673,542.1164920293,46.9063879035,619.4068462939
20.5898981073,0.2193397371,51.571923073,0.364189702,26.03475793,617.7744641,43.99488021,443.6788952,82.4736823912,543.3743105611,47.4558826217,623.26366511
20.8169510541,0.1975231783,51.4726769263,0.380907045,26.32149428,619.8688469,44.28161656,443.5741761,83.0231771094,544.632129093,48.00537734,625.351131941
21.1215292691,0.1908734493,51.3734268312,0.3975014665,26.60823063,619.0310938,44.56835291,444.7260866,83.5726718276,545.5851788619,48.5548720582,625.2882858334
21.360027904,0.2145841553,51.2741806844,0.4142188095,26.8428331,617.7744641,44.85508926,445.5638397,84.1221665458,546.2334598678,49.1043667764,620.5305494962
21.5192341328,0.2341200884,51.1749305893,0.4308132309,27.18170333,614.0831145,45.14182561,446.2706939,84.671661264,546.9325356676,49.6538614946,611.7019732537
21.6201027389,0.2521704937,51.0756765458,0.4472847307,27.46843968,610.0776074,45.42856196,447.474964,85.2211559822,548.0887646118,50.1534021475,599.5962127169
21.7209782115,0.2703445054,50.9702581148,0.4659995504,27.75517603,604.6322121,45.71529831,448.7315937,85.7706507005,549.0418143807,50.5530346698,586.8871371349
21.8421264788,0.2896317562,50.8192116994,0.4880127675,28.01584544,598.5119602,46.00203466,449.3599085,86.3201454187,549.9948641496,50.8527590616,574.3288073162
21.9395108362,0.3091653016,50.6702582475,0.5104664537,28.23741444,592.4324324,46.28877101,450.7474371,86.8696401369,550.9479139185,51.1574788599,561.7783499791
22.0403931753,0.3274629198,50.5474087643,0.531995301,28.48505037,584.1334407,46.57550736,452.213505,87.4191348551,551.9517584812,51.5021619104,548.9516358363
22.1413029802,0.346254964,50.4055834305,0.5544724009,28.73268631,575.2977633,46.86224371,453.2606964,87.9686295733,552.9556030439,51.8518403674,536.4121655412
22.2171363966,0.36306834,50.2565444306,0.574262785,28.94122184,567.5223672,47.14898006,454.412607,88.5181242915,554.0610371943,52.2086551195,523.7927183453
22.3262997117,0.3806246407,50.1074383085,0.5919635011,29.1367239,558.8624684,47.43571641,456.2975515,89.0676190097,555.2172661385,52.6211329729,524.5898579764
22.4272301162,0.3997875044,49.9334150309,0.6105553992,29.31484799,549.139795,47.72245276,457.0305854,89.6171137279,556.4750846704,53.095141548,537.7595824217
22.5282154524,0.41993922,49.7220007201,0.6300077488,29.54076148,540.1644921,48.00918911,457.6589003,90.1666084461,557.4789292331,53.4603612698,551.6704748406
22.649465736,0.4410629101,49.5603707735,0.6461227758,29.64763594,533.1378378,48.29592546,459.1249682,90.7161031643,558.431979002,53.8250259464,566.6740318864
22.7593549363,0.4609854152,49.2864899445,0.6623976009,29.82749783,525.0456664,48.58266181,459.9889011,91.2655978825,559.3342339771,54.1996814361,582.6564999384
22.860374605,0.4817551633,48.8879102174,0.6796066305,29.9743416,516.655918,48.86939816,461.8738456,91.8150926007,560.2364889521,54.5493598932,595.1008118074
22.9613942737,0.5025249114,48.3643675541,0.6895297593,30.17940153,509.4372787,49.15613451,462.1356435,92.364587319,561.0371543396,54.9739694481,607.1763065201
23.0333000629,0.5235407475,47.815620671,0.691407108,30.33580318,500.5675676,49.44287086,463.1304753,92.9140820372,561.837819727,55.4984871337,616.3992965111
23.1343197315,0.5443104956,47.2667574906,0.6896638556,30.46961347,492.6961789,49.72960721,464.6750826,93.4635767554,562.6384851144,56.0479818519,620.8571870541
23.2353325337,0.5649566372,46.7177780128,0.6843000023,30.67467341,486.399068,49.97724315,465.362302,94.0130714736,563.4899452956,56.5974765701,622.6737483181
